title,link_url,angajator,tip,publicat,expira,locatie_name,locatie_url,dosar
EXPERT NONFORMAL,expert-nonformal/,"Școala Gimnazială, comuna Bertea, județul Prahova","Funcție contractuală, Instituții naționale, Funcții de execuție",01/08/2023,12/09/2023,Prahova,Prahova,Temporar
FOCHIST,fochist-7/,"liceul TEHNOLOGIC ""ŞTEFAN CEL mARE ŞI SFÂNT"" vORONA ","Funcție contractuală, Instituții locale, Funcții de execuție",26/07/2023,11/09/2023,Botoşani,Botoşani,Permanent
secretar studii superioare debutant,secretar-studii-superioare-debutant-2/,Universitatea Tehnică „Gheorghe Asachi” din Iași,"Funcție contractuală, Instituții naționale, Funcții de execuție",01/07/2023,14/09/2023,Iaşi,Iaşi,Permanent
inginer debutant,inginer-debutant-8/,Universitatea Tehnică „Gheorghe Asachi” din Iași,"Funcție publică, Instituții naționale, Funcții de execuție",01/06/2023,14/09/2023,Iaşi,Iaşi,Permanent
Asistent de cercetare ½ n,asistent-de-cercetare-%c2%bd-n-6/,"Universitatea ,,Ştefan cel Mare” din Suceava, județul Suceava","Funcție contractuală, Instituții locale, Funcții de execuție",08/05/2023,22/09/2023,Suceava,Suceava,Temporar
Șef serviciu,sef-serviciu-2/,"Universitatea ,,Ştefan cel Mare” din Suceava, județul Suceava","Alte functii, Instituții naționale, Funcții de conducere",05/05/2023,6/10/2023,Suceava,Suceava,Permanent
Șef birou,sef-birou-10/,"Universitatea ,,Ştefan cel Mare” din Suceava, județul Suceava","Alte functii, Instituții naționale, Funcții de conducere",04/05/2023,6/10/2023,Suceava,Suceava,Permanent
Șef serviciu,sef-serviciu-4/,"Universitatea ,,Ştefan cel Mare” din Suceava, județul Suceava","Alte functii, Instituții naționale, Funcții de conducere",04/05/2023,6/10/2023,Suceava,Suceava,Permanent
Portar,portar/,"Universitatea ,,Ştefan cel Mare” din Suceava, județul Suceava","Alte functii, Instituții naționale, Funcții de execuție",04/05/2023,6/10/2023,Suceava,Suceava,Permanent
Laborant,laborant-universitatea-stefan-cel-mare-suceava/,"Universitatea „Ştefan cel Mare”, Suceava","Funcție contractuală, Instituții locale, Funcții de execuție",28/04/2023,6/10/2023,Suceava,Suceava,Permanent
Îngrijitor; bucătar,ingrijitor-bucatar/,grădinița clopoțel,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,20/09/2023,Bucureşti,Bucureşti,Permanent
"îngrijitor (0,50 normă)",ingrijitor-050-norma-2/,Școala gimnazială șcheia,"Funcție contractuală, Instituții naționale, Funcții de execuție",04/09/2023,15/09/2023,Iaşi,Iaşi,Permanent
"îngrijitor ( 0,75 normă)",ingrijitor-075-norma-2/,Școala gimnazială șcheia,"Funcție contractuală, Instituții naționale, Funcții de execuție",04/09/2023,15/09/2023,Iaşi,Iaşi,Permanent
îngrijitor – 0.50 normă,scoala-gimnaziala-scheia/,Școala gimnazială șcheia,"Funcție contractuală, Instituții naționale, Funcții de execuție",04/09/2023,15/09/2023,Iaşi,Iaşi,Permanent
muncitor,muncitor-55/,Palatul Copiilor Sibiu,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Sibiu,Sibiu,Permanent
"coordonator personal spec.,psiholog,asistent social,asistent medical,lucrător social,administrator",coordonator-personal-spec-psihologasistent-socialasistent-medicallucrator-socialadministrator/,Direcția Generală de Asistență Socială și Protecția Copilului Dâmbovița,"Funcție contractuală, Instituții județene, Funcții de conducere,Funcții de execuție",04/09/2023,15/09/2023,Dâmboviţa,Dâmboviţa,Permanent
"îngrijitor, poz.3",ingrijitor-poz-3/,Universitatea tehnica „Gheorghe Asachi” din Iasi,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Iaşi,Iaşi,Permanent
ÎNGRIJITOR,ingrijitor-370/,"Școala Gimnazială „Constantin Brancuși”, București","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Bucureşti,Bucureşti,Temporar
Supraveghetor de noapte (internat școlar fete),supraveghetor-de-noapte-internat-scolar-fete/,LICEUL TEHNIC BUZAU,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Buzău,Buzău,Permanent
INSPECTOR DEBUTANT,inspector-debutant-5/,"DIRECȚIA DE ADMINISTRARE A DOMENIULUI PUBLIC ȘI PRIVAT A ORAȘULUI ȚANDAREI, județul Ialomița","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,19/09/2023,Ialomiţa,Ialomiţa,Permanent
Muncitor – zugrav,muncitor-zugrav/,"Universitatea de Medicină, Farmacie, Științe și Tehnologie „George Emil Palade” din Târgu Mureş","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Mureş,Mureş,Permanent
șofer la compartimentul – Situații de urgență și protecție civilă,sofer-la-compartimentul-situatii-de-urgenta-si-protectie-civila/,comuna mărașu jud. brăila,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Brăila,Brăila,Permanent
Îngrijitoare (2 posturi),ingrijitoare-2-posturi-7/,Școala Gimnazială Bălilești,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Arges,Arges,Permanent
PAZNIC ȘI MUNCITOR,paznic-si-muncitor-2/,Colegiul Național „Spiru Haret”,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Bucureşti,Bucureşti,Permanent
Îngrijitor,ingrijitor-360/,ȘCOALA GIMNAZIALĂ GRIGORE ANTIPA BOTOȘANI,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Botoşani,Botoşani,Permanent
"Administrator de patrimoniu, studii superioare",administrator-de-patrimoniu-studii-superioare/,Liceul de Arte Oradea,"Funcție contractuală, Instituții naționale, Funcții de execuție",04/09/2023,18/09/2023,Bihor,Bihor,Permanent
supraveghetor noapte,supraveghetor-noapte-4/,"Colegiul Tehnic „Petru Mușat”, Suceava","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Suceava,Suceava,Permanent
"contabil șef- 1 post, inspector de specialitate II- 1 post, muncitor calificat II- tâmplar-1 post",contabil-sef-1-post-inspector-de-specialitate-ii-1-post-muncitor-calificat-ii-tamplar-1-post/,Serviciul Public Judeţean de Administrare a Domeniului Public şi Privat Galaţi,"Funcție contractuală, Instituții județene, Funcții de conducere,Funcții de execuție",04/09/2023,19/09/2023,Galaţi,Galaţi,Permanent
îNGRIJITOR DNA,ingrijitor-dna/,Direcția NAȚIONALĂ ANTICORUPȚIE,"Funcție contractuală, Guvern și ministere, Funcții de execuție",04/09/2023,18/09/2023,Bucureşti,Bucureşti,Permanent
tehnician tapițer tr. i,tehnician-tapiter-tr-i/,Universitatea Națională de Artă Teatrală și Cinematografică I L Caragiale București,"Funcție contractuală, Instituții naționale, Funcții de execuție",04/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
portar,portar-15/,"Liceul Teoretic „Ady Endre”, Oradea, Județul Bihor","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Bihor,Bihor,Permanent
"mEDIC SPECIALIST anestezie, terapie intensiva",medic-specialist-anestezie-terapie-intensiva/,"sju ""sf pantelimon"" focsani","Funcție contractuală, Guvern și ministere, Funcții de execuție",04/09/2023,15/09/2023,Vrancea,Vrancea,Permanent
îngrijitor,ingrijitor-358/,COLEGIUL nATIONAL DE aRTA”OCTAV bANCILA” iASI,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Iaşi,Iaşi,Permanent
"Îngrijiotor I, M/G, perioadă determinată, normă întreagă",ingrijiotor-i-m-g-perioada-determinata-norma-intreaga/,GRĂDINIȚA CU PROGRAM NORMAL ”CĂSUȚA CU POVEȘTI”,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,19/09/2023,Arges,Arges,Temporar
timonier fluvial grad ll,timonier-fluvial-grad-ll-2/,Serviciul de Transport Public Local de Călători și Administrare Portuară Braila,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Brăila,Brăila,Permanent
"îngrijitor la domiciliu, kinetoterapeut, bucătar  spalatoreasa muncitor calificat I  muncitor necali",ingrijitor-la-domiciliu-kinetoterapeut-bucatar-spalatoreasa-muncitor-calificat-i-muncitor-necali/,DIRECȚIA DE ASISTENȚĂ SOCIALA BRAȘOV,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Braşov,Braşov,Permanent
medic rezident anul iv specialitatea medicina sportiva- Ambulatoriul de specialitate pentru sportivi,medic-rezident-anul-iv-specialitatea-medicina-sportiva-ambulatoriul-de-specialitate-pentru-sportivi/,spitalul Clinic Judetean de Urgenta pius brinzeu din timisoara,"Alte functii, Instituții județene, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
Expert 1A,expert-1a-10/,Directia judeteana de statistICA valcea,"Funcție contractuală, Instituții județene, Funcții de execuție",04/09/2023,15/09/2023,Vâlcea,Vâlcea,Temporar
Îngrijitor și muncitor-fochist,ingrijitor-si-muncitor-fochist/,liceul cu program sportiv Mircea Eliade ,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,25/09/2023,Bucureşti,Bucureşti,Permanent
ADMINISTRATOR DE PATRIMONIU,administrator-de-patrimoniu-33/,Liceul Teoretic George Calinescu,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,25/09/2023,Bucureşti,Bucureşti,Permanent
"asistent medical generalist (10 posturi), asistent medical balneofizioterapie (1 post)",asistent-medical-generalist-10-posturi-asistent-medical-balneofizioterapie-1-post/,Spitalul de Recuperare Borşa,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Maramureş,Maramureş,Permanent
muncitor calificat cu atribuții de fochist,muncitor-calificat-cu-atributii-de-fochist-2/,Şcoala Gimnazială Cristești,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Iaşi,Iaşi,Permanent
"ASISTENT MEDICAL, OPERATOR REGISTRATOR DE URG DEB, STATISTICIAN",asistent-medical-operator-registrator-de-urg-deb-statistician/,Serviciul Județean de Ambulanță Timiş ,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
Șef secție,sef-sectie/,Spitalul Orășenesc Rupea,"Funcție contractuală, Instituții locale, Funcții de conducere",04/09/2023,18/09/2023,Braşov,Braşov,Permanent
MUNCITOR CALIFICAT BUCĂTAR,muncitor-calificat-bucatar-12/,Şcoala Gimnazială „Ion Heliade Rădulescu” din București,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Bucureşti,Bucureşti,Permanent
Economist,economist-17/,casa de cultură „Tudor mușatescu” Câmpulung,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Arges,Arges,Permanent
medic specialist specialitatea chirurgie vasculara – Sectia clinica chirurgie vasculara,medic-specialist-specialitatea-chirurgie-vasculara-sectia-clinica-chirurgie-vasculara/,spitalul Clinic Judetean de Urgenta pius brinzeu din timisoara,"Alte functii, Instituții județene, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
SUPRAVEGHETOR NOAPTE,supraveghetor-noapte-3/,LICEUL TEHNOLOGIC DE VEST,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Timiş,Timiş,Permanent
"medic specialist,specialitatea medicina de laborator",medic-specialistspecialitatea-medicina-de-laborator/,spitalul universitar de urgenta Bucuresti,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Bucureşti,Bucureşti,Permanent
muncitor necalificat,muncitor-necalificat-63/,Universitatea Națională de Artă Teatrală și Cinematografică I L Caragiale București,"Funcție contractuală, Instituții naționale, Funcții de execuție",04/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
îngrijitor tr. i,ingrijitor-tr-i/,Universitatea Națională de Artă Teatrală și Cinematografică I L Caragiale București,"Funcție contractuală, Instituții naționale, Funcții de execuție",04/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
"INGRIJITOR , SECRETAR",ingrijitor-secretar/,"LICEUL DE ARTE,, IONEL PERLEA,,   ","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,21/09/2023,Ialomiţa,Ialomiţa,Permanent
"analist programator, perioadă determinată",analist-programator-perioada-determinata/,"Colegiul Tehnic ”Constantin Brâncuși”,  Petrila, județul Hunedoara,","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,11/09/2023,Hunedoara,Hunedoara,Temporar
Director Medical,director-medical-20/,Spitalul Județean de Urgență Alexandria,"Funcție contractuală, Instituții locale, Funcții de conducere",04/09/2023,18/09/2023,Teleorman,Teleorman,Permanent
mediator școlar,mediator-scolar-10/,liceul teoretic mircea eliade lupeni,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Hunedoara,Hunedoara,Permanent
2 posturi de șofer autosanitară 2,2-posturi-de-sofer-autosanitara-2/,Serviciul de Ambulanță Județean Bistrița Năsăud,"Funcție contractuală, Instituții județene, Funcții de execuție",04/09/2023,15/09/2023,Bistriţa-Năsăud,Bistriţa-Năsăud,Permanent
Informatician,informatician-29/,Școala Gimnazială Nr. 1 Cornetu,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Ilfov,Ilfov,Permanent
Asistent medical principal (PL) -specialitatea laborator,asistent-medical-principal-pl-specialitatea-laborator/,DIRECȚIA DE SĂNĂTATE PUBLICĂ A JUDEȚULUI NEAMȚ,"Funcție contractuală, Guvern și ministere, Funcții de execuție",04/09/2023,15/09/2023,Neamţ,Neamţ,Permanent
medic specialist si medic primar specialitatea medicina de laborator,medic-specialist-si-medic-primar-specialitatea-medicina-de-laborator/,spitalul Clinic Judetean de Urgenta pius brinzeu din timisoara,"Alte functii, Instituții județene, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
medic specialist în specialitatea genetică medicală,medic-specialist-in-specialitatea-genetica-medicala/,"Spitalul Clinic Județean de Urgență Cluj-Napoca, Județul Cluj","Funcție contractuală, Instituții județene, Funcții de execuție",04/09/2023,18/09/2023,Cluj,Cluj,Permanent
MAGAZINER I,magaziner-i-2/,"Complexul Rezidențial Sfinții Apostoli Petru si Pavel, Brăila","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Brăila,Brăila,Permanent
electrician,electrian/,"Orașul Budești, Județul Călărași","Funcție contractuală, Primării, Funcții de execuție",04/09/2023,18/09/2023,Călăraşi,Călăraşi,Permanent
2 posturi medici specialisti si un post medic rezident an v spec. Anestezie si terapie intensiva,2-posturi-medici-specialisti-si-un-post-medic-rezident-an-v-spec-anestezie-si-terapie-intensiva/,spitalul Clinic Judetean de Urgenta pius brinzeu din timisoara,"Alte functii, Instituții județene, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
ȘOFER 1,sofer-1-3/,CENTRUL DE TRANSFUZIE SANGUINĂ IAȘI,"Funcție contractuală, Instituții județene, Funcții de execuție",04/09/2023,15/09/2023,Iaşi,Iaşi,Permanent
"Bibliotecar (0,5 normă)",bibliotecar-05-norma-3/,Școala Gimnazială „Teodor Bălan”,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Suceava,Suceava,Permanent
îngrijitor,ingrijitor-347/,Universitatea Politehnica Timişoara,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Timiş,Timiş,Permanent
muncitor calificat III (ÎNTREȚINERE); MUNCITOR CALIFICAT III (BUCĂTAR),muncitor-calificat-iii-intretinere-muncitor-calificat-iiibucatar-2/,DGASPC TIMIȘ,"Funcție contractuală, Instituții județene, Funcții de execuție",04/09/2023,15/09/2023,Timiş,Timiş,Permanent
"Muncitor calificat IV M (fochist),",muncitor-calificat-iv-m-fochist/,Școala Gimnazială Șagu,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Arad,Arad,Permanent
Îngrijitor,ingrijitor-359/,CASA CORPULUI DIDACTIC APACZAI CSERE JANOS HARGHITA,"Funcție contractuală, Instituții județene, Funcții de execuție",04/09/2023,19/09/2023,Harghita,Harghita,Temporar
Operator sunet S DEBUTANT; OPERATOR IMAGINE/VIDEO S DEBUTANT,operator-sunet-s-debutant-operator-imagine-video-s-debutant/,Teatrul Municipal Tony Bulandra targoviste,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Dâmboviţa,Dâmboviţa,Temporar
mUNCITOR CALIFICAT,muncitor-calificat-61/,DIRECȚIA GENERALA DE ASISTENTA SOCIALA CONSTANTA,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Constanţa,Constanţa,Permanent
"Asistent medical comunitar, grad asistent",asistent-medical-comunitar-grad-asistent/,Primăria Orașului Șomcuta Mare Maramureș,"Funcție contractuală, Primării, Funcții de execuție",04/09/2023,15/09/2023,Maramureş,Maramureş,Permanent
"0,5 ADMINISTRATOR PATRIMONIU, STUDII SUPERIOARE",05-administrator-patrimoniu-studii-superioare/,GRADINITA CSIPIKE MIERCUREA CIUC,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,25/09/2023,Harghita,Harghita,Permanent
Administrator,administrator-31/,"Institutul de matematica ""Simion stoilow"" al academiei romane","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Bucureşti,Bucureşti,Permanent
muncitor calificat III (ÎNTREȚINERE); MUNCITOR CALIFICAT III (BUCĂTAR),muncitor-calificat-iii-intretinere-muncitor-calificat-iiibucatar/,DGASPC TIMIȘ,"Funcție contractuală, Instituții județene, Funcții de execuție",04/09/2023,15/09/2023,Timiş,Timiş,Permanent
MUNCITOR CALIFICAT BUCATARIE,muncitor-calificat-bucatarie/,LICEUL TEHNOLOGIC DE VEST,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Timiş,Timiş,Permanent
"infirmier post vacant, pe perioadă nedeterminată",infirmier-post-vacant-pe-perioada-nedeterminata-2/,"Primăria comunei Benesat,  județul Sălaj, ","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Sălaj,Sălaj,Permanent
medic specialist specialitatea hematologie – Ambulatoriul Integrat cu cabinete de specialitate,medic-specialist-specialitatea-hematologie-ambulatoriul-integrat-cu-cabinete-de-specialitate-2/,spitalul Clinic Judetean de Urgenta pius brinzeu din timisoara,"Alte functii, Instituții județene, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
director medical,director-medical-21/,spitalul municipal codlea,"Funcție contractuală, Instituții locale, Funcții de conducere",04/09/2023,18/09/2023,Braşov,Braşov,Temporar
"administrator financiar (contabil șef) I S, post temporar vacant, pe perioadă determinată",administrator-financiar-contabil-sef-i-s-post-temporar-vacant-pe-perioada-determinata/,"Școala Gimnazială „Alexandru Piru”,  Mărgineni,  județul Bacău","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,11/09/2023,Bacău,Bacău,Temporar
Inspector de specialitate debutant,inspector-de-specialitate-debutant-10/,"Direcția de Asistenţă Socială Baia Mare, județul Maramureș","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Maramureş,Maramureş,Permanent
ÎNGRIJITOR,ingrijitor-361/,"Colegiul Național „Frații Buzești”, Craiova, județul Dolj","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Dolj,Dolj,Permanent
PSIHOLOG STAGIAR,psiholog-stagiar-5/,Directia de Asistenta sociala a orasului targu-neamt,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Neamţ,Neamţ,Permanent
SECRETAR ȘEF,secretar-sef-31/,Școala Gimnazială „Geo Bogza”,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
medic specialist specialitatea neurologie – Sectia clinica neurologie I,medic-specialist-specialitatea-neurologie-sectia-clinica-neurologie-i/,spitalul Clinic Judetean de Urgenta pius brinzeu din timisoara,"Alte functii, Instituții județene, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
îngrijitor,ingrijitor-357/,"Liceul teoretic ""Ady Endre"" ","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,19/09/2023,Bihor,Bihor,Permanent
SECRETAR ȘEF,secretar-sef-29/,Școala Gimnazială „Geo Bogza”,"Funcție contractuală, Instituții locale, Funcții de conducere",04/09/2023,19/09/2023,Bucureşti,Bucureşti,Permanent
Îngrijitor I (2 posturi),ingrijitor-i-2-posturi-2/,Grădinița cu Program Prelungit Nr. 20 Timișoara,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
îngrijitor curățenie,ingrijitor-curatenie-15/,"Școala Gimnazială Tășnad, Tășnad, județul Satu Mare ","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Satu Mare,Satu Mare,Permanent
asistent de cercetare,asistent-de-cercetare/,Universitatea Tehnică din Cluj Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Cluj,Cluj,Permanent
Îngrijitor I,ingrijitor-i-19/,Grădinița cu Program Prelungit Floare Albastră,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Dolj,Dolj,Permanent
"referent de specialitate, operator 2, bucătar, muncitor necalificat, șofer și îngrijitor",referent-de-specialitate-operator-2-bucatar-muncitor-necalificat-sofer-si-ingrijitor/,Unitatea Militară 02310 Sibiu,"Funcție contractuală, Unități militare, Funcții de execuție",04/09/2023,15/09/2023,Sibiu,Sibiu,Permanent
sef birou gradul II,sef-birou-gradul-ii-4/,unitatea militara 01802 moara vlasiei,"Funcție contractuală, Unități militare, Funcții de conducere",04/09/2023,18/09/2023,Ilfov,Ilfov,Permanent
Magaziner și Muncitor întreținere,magaziner-si-muncitor-intretinere/,"Colegiul Csiky Gergely, Arad","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Arad,Arad,Permanent
"medic specialist, specialitatea microbiologie medicala",medic-specialistspecialitatea-microbiologie-medicala/,Spitalul Universitar de Urgenţă Bucureşti,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Bucureşti,Bucureşti,Permanent
medic specialist specialitatea anestezie si terapie intensiva-Compartimentul Unitate Arsi grav,medic-specialist-specialitatea-anestezie-si-terapie-intensiva-compartimentul-unitate-arsi-grav-2/,spitalul Clinic Judetean de Urgenta pius brinzeu din timisoara,"Alte functii, Instituții județene, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
Consilier IA,consilier-ia-11/,Primăria Orașului Recaș,"Funcție contractuală, Primării, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
terhnician electrician tr. I,terhnician-electrician-tr-i/,Universitatea Națională de Artă Teatrală și Cinematografică I L Caragiale București,"Funcție contractuală, Instituții naționale, Funcții de execuție",04/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
Muncitor calificat (bucătar),muncitor-calificat-bucatar-13/,LICEUL TEHNIC BUZAU,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Buzău,Buzău,Permanent
Îngrijitor,ingrijitor-350/,"Școala Gimnazială Nicolae Titulescu, București","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Bucureşti,Bucureşti,Permanent
lABORANT,laborant-17/,Universitatea de Medicină și Farmacie ”Iuliu Hațieganu” Cluj Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Cluj,Cluj,Permanent
"infirmier, infimier debutant , ingrijitor, kinetoterapeut, asistent medical pl,coordonator personal",infirmier-infimier-debutant-ingrijitor-kinetoterapeut-asistent-medical-plcoordonator-personal/,DIRECȚIA DE ASISTENȚĂ SOCIALA BRAȘOV,"Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,15/09/2023,Braşov,Braşov,Permanent
4 posturi medici specialisti specialitatea radiologie-imagistica medicala,4-posturi-medici-specialisti-specialitatea-radiologie-imagistica-medicala/,spitalul Clinic Judetean de Urgenta pius brinzeu din timisoara,"Alte functii, Instituții județene, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
medic specialist specialitatea cardiologie – Sectia clinica chirurgie vasculara,medic-specialist-specialitatea-cardiologie-sectia-clinica-chirurgie-vasculara-2/,spitalul Clinic Judetean de Urgenta pius brinzeu din timisoara,"Alte functii, Instituții județene, Funcții de execuție",04/09/2023,18/09/2023,Timiş,Timiş,Permanent
"îngrijitor, post vacant, pe perioadă nedeterminată",ingrijitor-post-vacant-pe-perioada-nedeterminata-36/,"Școala Gimnazială „Alexandru Piru”,  Mărgineni,  județul Bacău","Funcție contractuală, Instituții locale, Funcții de execuție",04/09/2023,18/09/2023,Bacău,Bacău,Permanent
Șofer,sofer-73/,PRIMARIA ORASULUI BOCSA,"Funcție contractuală, Primării, Funcții de execuție",04/09/2023,15/09/2023,Caraş-Severin,Caraş-Severin,Permanent
medic stomatolog/dentist specialist,medic-stomatolog-dentist-specialist/,uat oraș pucioasa-direcția de asistență socială-compartiment de asistență medicală în unitățíle de învățământ,"Funcție contractuală, Primării, Funcții de execuție",04/09/2023,15/09/2023,Dâmboviţa,Dâmboviţa,Permanent
spălătoreasă,spalatoreasa-12/,"Grădinița nr. 233, București","Funcție contractuală, Instituții județene, Funcții de execuție",01/09/2023,15/09/2023,Bucureşti,Bucureşti,Permanent
ingrijitor,ingrijitor-364/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
bucatar,bucatar-37/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
INGRIJITOR,ingrijitor-363/,grădinița nr. 133,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,18/09/2023,Bucureşti,Bucureşti,Permanent
secretar studii superioare debutant,secretar-studii-superioare-debutant/,UNIVERSITATEA TEHNICĂ ”GHEORGHE ASACHI” DIN IASI,"Funcție contractuală, Instituții naționale, Funcții de execuție",01/09/2023,14/09/2023,Iaşi,Iaşi,Permanent
14 posturi expert nonformal,14-posturi-expert-nonformal/,"liceul Teoretic ,,Serban Vodă”, orașul Slănic","Alte functii, Instituții locale, Funcții de execuție",01/09/2023,12/09/2023,Prahova,Prahova,Temporar
MEDIC SPECIALIST,medic-specialist-23/,Colegiul Naţional Militar “Dimitrie Cantemir”,"Funcție contractuală, Unități militare, Funcții de execuție",01/09/2023,15/09/2023,Prahova,Prahova,Permanent
BIBLIOTECAR i,bibliotecar-i/,SCOALA GIMNAZIALA COMUNA PANATAU,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,21/09/2023,Buzău,Buzău,Permanent
INGRIJITOR,ingrijitor-362/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
BUCATAR,bucatar-36/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
SECRETAR I,secretar-i-5/,SCOALA GIMNAZIALA COMUNA PANATAU,"Funcție contractuală, Instituții locale, Funcții de execuție",01/09/2023,21/09/2023,Buzău,Buzău,Permanent
Educator puiericultor,educator-puiericultor/,Cresa Comlosu Mare,"Funcție contractuală, Primării, Funcții de execuție",01/09/2023,25/09/2023,Timiş,Timiş,Permanent
