"localitate","judet","cod_judet","siruta","tip_localitate","lat","long","populatie","namecheck"
"Târgu Cărbunești","Gorj","GJ",78329,,"44.9569459563","23.515115446",8751,"TIRGU CARBUNESTI"
"Vânători-Neamț","Neamt","NT",125016,,"47.211299593","26.3251271905",8737,"VINATORI-NEAMT"
"Dumbrăveni","Sibiu","SB",143806,,"46.2265287076","24.5805062435",8712,"DUMBRAVENI"
"Bicaz","Neamt","NT",120968,,"46.9128443169","26.0910085296",8706,"BICA"
"Mărăcineni","Buau","BZ",47373,,"45.1810851805","26.8123887719",8702,"MARACINENI"
"Vulturu","Vrancea","VN",178821,,"45.6160453011","27.424714161",8675,"VULTURU"
"Sadova","Dolj","DJ",73996,,"43.8976863283","23.9555699234",8673,"SADOVA"
"Curtici","Arad","AR",9495,,"46.3435846093","21.3105128791",8651,"CURTICI"
"Gilău","Cluj","CJ",57902,,"46.7542541617","23.3877541216",8646,"GILAU"
"Florești-Stoenești","Giurgiu","GR",102794,,"44.4856886369","25.7119601681",8622,"FLORESTI-STOENESTI"
"Piatra Șoimului","Neamt","NT",123479,,"46.8333626355","26.4492626232",8620,"PIATRA SOIMULUI"
"Răucești","Neamt","NT",123914,,"47.2546049182","26.4077778575",8578,"RAUCESTI"
"Chișineu-Criș","Arad","AR",9459,,"46.5201099158","21.5129072844",8490,"CHISINEU-CRIS"
"Dobroești","Ilfov","IF",179310,,"44.4512189286","26.1837494859",8488,"DOBROESTI"
"Puchenii Mari","Prahova","PH",134942,,"44.8242861297","26.0823627434",8452,"PUCHENII MARI"
"Săcălaz","Timis","TM",158564,,"45.7597096562","21.1120757457",8420,"SACALA"
"Șelimbăr","Sibiu","SB",143557,,"45.7687645995","24.1913002753",8393,"SELIMBAR"
"Tinca","Bihor","BH",31789,,"46.7752856192","21.9330002383",8377,"TINCA"
"Buziaș","Timis","TM",155403,,"45.6641025335","21.552381131",8376,"BUIAS"
"Răcăciuni","Bacau","BC",24766,,"46.3260581393","27.0138403721",8339,"RACACIUNI"
"Borcea","Calarasi","CL",92961,,"44.3235638805","27.7180847425",8320,"BORCEA"
"Vidra","Ilfov","IF",105936,,"44.2603796512","26.1727314108",8315,"VIDRA"
"Filipeștii de Târg","Prahova","PH",133214,,"44.9780739122","25.7918939857",8313,"FILIPESTII DE TIRG"
"Brazi","Prahova","PH",130712,,"44.8541479036","26.0155124692",8311,"BRAI"
"Dumbrava Roșie","Neamt","NT",120771,,"46.8832667725","26.4383003341",8284,"DUMBRAVA ROSIE"
"Murgeni","Vaslui","VS",164981,,"46.2052121147","28.0222668504",8268,"MURGENI"
"Țibănești","Iasi","IS",99780,,"46.9070891549","27.3380879936",8266,"TIBANESTI"
"Cojasca","Dambovita","DB",66697,,"44.7254196255","25.854581545",8262,"COJASCA"
"Turț","Satu Mare","SM",139170,,"47.9898103209","23.2000193955",8250,"TURT"
"Popricani","Iasi","IS",98505,,"47.2874650816","27.5135828502",8229,"POPRICANI"
"Turceni","Gorj","GJ",82617,,"44.6738906997","23.3804807225",8218,"TURCENI"
"Balcani","Bacau","BC",21196,,"46.6463318589","26.5676473638",8177,"BALCANI"
"Sâncraiu de Mureș","Mures","MS",114382,,"46.5591638543","24.5472130821",8177,"SINCRAIU DE MURES"
"Pâncota","Arad","AR",9654,,"46.3291670227","21.6918945377",8176,"PINCOTA"
"Săveni","Botosani","BT",36060,,"47.9557972554","26.8599295974",8171,"SAVENI"
"Poduri","Bacau","BC",24631,,"46.4664120647","26.536346807",8153,"PODURI"
"Ariceștii Rahtivani","Prahova","PH",132075,,"44.9474108368","25.8332781652",8147,"ARICESTII RAHTIVANI"
"Popești","Bihor","BH",30568,,"47.2385062889","22.4186188123",8135,"POPESTI"
"Tălmaciu","Sibiu","SB",145827,,"45.6882741302","24.2533797994",8132,"TALMACIU"
"Roata de Jos","Giurgiu","GR",104831,,"44.4118198907","25.5455913199",8125,"ROATA DE JOS"
"Țibana","Iasi","IS",99673,,"46.9866476893","27.3394514623",8098,"TIBANA"
"Maieru","Bistrita-Nasaud","BN",33621,,"47.4012808209","24.7450656385",8093,"MAIERU"
"Corbii Mari","Dambovita","DB",66857,,"44.5446028517","25.4968357242",8071,"CORBII MARI"
"Balotești","Ilfov","IF",100969,,"44.6110468979","26.076560597",8060,"BALOTESTI"
"Zlatna","Alba","AB",1936,,"46.1113997331","23.2247566584",8057,"ZLATNA"
"Bălan","Harghita","HR",83464,,"46.6554106009","25.8090946617",8050,"BALAN"
"Nădlac","Arad","AR",9627,,"46.1666360114","20.7487147629",8049,"NADLAC"
"Segarcea","Dolj","DJ",70502,,"44.0943439379","23.7419700865",8046,"SEGARCEA"
"Domnești","Ilfov","IF",102570,,"44.39919103","25.9161774102",8025,"DOMNESTI"
"Amara","Ialomita","IL",92836,,"44.620486633","27.3175817562",8022,"AMARA"
"Techirghiol","Constanta","CT",60534,,"44.0549677188","28.5953855803",8020,"TECHIRGHIOL"
"Feldru","Bistrita-Nasaud","BN",33248,,"47.278415498","24.5951041783",8014,"FELDRU"
"Cotnari","Iasi","IS",96478,,"47.3478742795","26.9437063041",8013,"COTNARI"
"Tăuții-Măgherăuș","Maramures","MM",106461,,"47.665871182","23.4678883769",8012,"TAUTII-MAGHERAUS"
"Șomcuta Mare","Maramures","MM",109176,,"47.4981636396","23.4724474421",8002,"SOMCUTA MARE"
"Vorona","Botosani","BT",39872,,"47.5966756805","26.6448204082",7984,"VORONA"
"Voinești","Iasi","IS",100219,,"47.0750837247","27.4323694748",7976,"VOINESTI"
"1 Decembrie","Ilfov","IF",102543,,"44.2886885818","26.0617780648",7966,"1 DECEMBRIE"
"Glina","Ilfov","IF",179347,,"44.3862310051","26.2444963395",7966,"GLINA"
"Udești","Suceava","SV",150588,,"47.5755651594","26.4122337112",7960,"UDESTI"
"Florești","Prahova","PH",133330,,"45.0316170844","25.7954053346",7915,"FLORESTI"
"Cordun","Neamt","NT",120888,,"46.9505743859","26.8950967852",7883,"CORDUN"
"Pătârlagele","Buau","BZ",48325,,"45.3208090841","26.3613421094",7858,"PATARLAGELE"
"Cehu Silvaniei","Salaj","SJ",139740,,"47.4114922047","23.1810935941",7821,"CEHU SILVANIEI"
"Mălini","Suceava","SV",149316,,"47.4530981439","26.0864704237",7819,"MALINI"
"Mihai Eminescu","Botosani","BT",38063,,"47.7664286149","26.5584236063",7806,"MIHAI EMINESCU"
"Munteni","Galati","GL",75258,,"45.9273711339","27.4409568855",7791,"MUNTENI"
"Corod","Galati","GL",75953,,"45.9000082489","27.6305281364",7780,"COROD"
"Afumați","Ilfov","IF",100834,,"44.5250134839","26.2494257587",7764,"AFUMATI"
"Agigea","Constanta","CT",60570,,"44.0921300794","28.6157294223",7762,"AGIGEA"
"Slobozia Bradului","Vrancea","VN",177655,,"45.490756504","27.0568361076",7742,"SLOBOIA BRADULUI"
"Fieni","Dambovita","DB",65609,,"45.1291941731","25.4191954753",7737,"FIENI"
"Homocea","Vrancea","VN",176445,,"46.1358895046","27.2417198835",7736,"HOMOCEA"
"Tulucești","Galati","GL",77331,,"45.5656728663","28.0478425499",7731,"TULUCESTI"
"Câmpeni","Alba","AB",1455,,"46.3651226366","23.0526542162",7723,"CIMPENI"
"Budești","Calarasi","CL",101458,,"44.2371852368","26.4672653787",7714,"BUDESTI"
"Bâlteni","Gorj","GJ",79004,,"44.8691917708","23.2731136106",7713,"BILTENI"
"Scobinți","Iasi","IS",98998,,"47.3910658796","26.8988142238",7695,"SCOBINTI"
"Bosanci","Suceava","SV",147134,,"47.586726726","26.3174495944",7691,"BOSANCI"
"Doljești","Neamt","NT",122347,,"47.0465580626","26.9744612494",7652,"DOLJESTI"
"Vlăhița","Harghita","HR",83749,,"46.3452630016","25.5302192431",7649,"VLAHITA"
"Cudalbi","Galati","GL",76157,,"45.7762189526","27.6860409474",7646,"CUDALBI"
"Deta","Timis","TM",155458,,"45.3961268205","21.2269005523",7640,"DETA"
"Pogoanele","Buau","BZ",48744,,"44.9173494802","26.9896620174",7635,"POGOANELE"
"Blăgești","Bacau","BC",21506,,"46.6907288715","26.6744039125",7623,"BLAGESTI"
"Făget","Timis","TM",156801,,"45.8576535552","22.1773079078",7616,"FAGET"
"Lețcani","Iasi","IS",97679,,"47.1953153679","27.411631182",7607,"LETCANI"
"Mogoșoaia","Ilfov","IF",179463,,"44.5290341713","26.0017795693",7597,"MOGOSOAIA"
"Mihăilești","Giurgiu","GR",104136,,"44.3187022163","25.9231291019",7587,"MIHAILESTI"
"Orbeasca","Teleorman","TR",153507,,"44.1217664595","25.3295162027",7577,"ORBEASCA"
"Ulmeni","Maramures","MM",109265,,"47.4631979084","23.3042042955",7565,"ULMENI"
"Bixad","Satu Mare","SM",137069,,"47.9207566882","23.3924561147",7562,"BIXAD"
"Arbore","Suceava","SV",146860,,"47.7312668832","25.9200022492",7537,"ARBORE"
"Ștei","Bihor","BH",26840,,"46.5376660612","22.457953489",7534,"STEI"
"Bradu","Arges","AG",13276,,"44.780139152","24.8977612017",7527,"BRADU"
"Teiuș","Alba","AB",8096,,"46.2076934136","23.6752217207",7507,"TEIUS"
"Dumbrăvița","Timis","TM",155261,,"45.8001091184","21.2464816061",7504,"DUMBRAVITA"
"Ungheni","Mures","MS",119894,,"46.4857272733","24.4588085853",7497,"UNGHENI"
"Târgu Bujor","Galati","GL",75472,,"45.8709984026","27.9194788956",7485,"TIRGU BUJOR"
"Baia","Suceava","SV",146904,,"47.4183168434","26.2190038612",7450,"BAIA"
"Chirnogi","Calarasi","CL",101804,,"44.1106429358","26.5774668428",7443,"CHIRNOGI"
"Ardud","Satu Mare","SM",136848,,"47.6447471014","22.893066894",7441,"ARDUD"
"Ulmi","Giurgiu","GR",105623,,"44.4870820188","25.7840662751",7425,"ULMI"
"Vidra","Vrancea","VN",178377,,"45.9107803591","26.9069634014",7412,"VIDRA"
"Bălești","Gorj","GJ",77910,,"45.0179967125","23.2101653067",7391,"BALESTI"
"Cornu Luncii","Suceava","SV",147786,,"47.4635175456","26.1523975695",7379,"CORNU LUNCII"
"Snagov","Ilfov","IF",105160,,"44.7082455404","26.1752351139",7370,"SNAGOV"
"Verești","Suceava","SV",151022,,"47.6069648887","26.4396174542",7369,"VERESTI"
"Feldioara","Brasov","BV",40955,,"45.8190089067","25.5950024447",7361,"FELDIOARA"
"Horia","Neamt","NT",120922,,"46.9067860682","26.92246287",7361,"HORIA"
"Gura Ocniței","Dambovita","DB",67595,,"44.9416620943","25.5684614549",7339,"GURA OCNITEI"
"Livada","Satu Mare","SM",138039,,"47.8706432384","23.1159492201",7330,"LIVADA"
"Umbrărești","Galati","GL",77402,,"45.715200061","27.4698103608",7296,"UMBRARESTI"
"Brezoi","Valcea","VL",167794,,"45.3445774863","24.2411219904",7263,"BREOI"
"Grajduri","Iasi","IS",97241,,"46.9730692495","27.5386349208",7255,"GRAJDURI"
"Moțăței","Dolj","DJ",73335,,"44.0961288211","23.2028965696",7225,"MOTATEI"
"Periș","Ilfov","IF",104546,,"44.678274271","26.0306675848",7223,"PERIS"
"Brebu","Prahova","PH",132404,,"45.1811266336","25.7715785644",7218,"BREBU"
"Sarmașu","Mures","MS",119242,,"46.7532349697","24.1647221246",7206,"SARMASU"
"Șotânga","Dambovita","DB",65477,,"44.9845866774","25.3859967509",7200,"SOTINGA"
"Peretu","Teleorman","TR",153543,,"44.0437188644","25.0928487637",7192,"PERETU"
"Asău","Bacau","BC",21123,,"46.4387432989","26.401110066",7174,"ASAU"
"Cleja","Bacau","BC",21855,,"46.4127898793","26.9062943981",7171,"CLEJA"
"Tismana","Gorj","GJ",82430,,"45.0497589974","22.9499158487",7166,"TISMANA"
"Însurăței","Braila","BR",43411,,"44.9134086366","27.6046824708",7165,"INSURATEI"
"Macea","Arad","AR",11398,,"46.3853416047","21.315525975",7111,"MACEA"
"Giarmata","Timis","TM",157246,,"45.840373472","21.3165046702",7108,"GIARMATA"
"Preutești","Suceava","SV",149968,,"47.4576010591","26.4140176018",7103,"PREUTESTI"
"Horezu","Valcea","VL",168041,,"45.145438444","23.9958420789",7098,"HOREU"
"Tileagd","Bihor","BH",31716,,"47.0717764299","22.2007092669",7092,"TILEAGD"
"Tuzla","Constanta","CT",60721,,"44.0015818337","28.6387384032",7092,"TULA"
"Diosig","Bihor","BH",29092,,"47.3067786449","21.9953406597",7070,"DIOSIG"
"Gârleni","Bacau","BC",22781,,"46.6536349467","26.7840582067",7069,"GIRLENI"
"Moșnița Nouă","Timis","TM",157834,,"45.7189160323","21.3265594475",7019,"MOSNITA NOUA"
"Albești","Botosani","BT",36131,,"47.6921191407","27.0749992408",6988,"ALBESTI"
"Ipotești","Suceava","SV",146281,,"47.6219048702","26.2847139717",6961,"IPOTESTI"
"Sarichioi","Tulcea","TL",161179,,"44.9453661316","28.8515019311",6930,"SARICHIOI"
"Praid","Harghita","HR",85341,,"46.5526267943","25.1257819561",6926,"PRAID"
"Vărbilău","Prahova","PH",136134,,"45.1791104024","25.9612587541",6921,"VARBILAU"
"Bucșani","Dambovita","DB",66474,,"44.867422525","25.6486683247",6914,"BUCSANI"
"Gruiu","Ilfov","IF",103513,,"44.7249728868","26.2264045756",6892,"GRUIU"
"Dor Mărunt","Calarasi","CL",93370,,"44.4441281284","26.9330967037",6871,"DOR MARUNT"
"Bărbulești","Ialomita","IL",180064,,"44.72629284","26.5992944317",6870,"BARBULESTI"
"Sânmihaiu Român","Timis","TM",158699,,"45.7062768829","21.0895229921",6859,"SINMIHAIU ROMAN"
"Medieșu Aurit","Satu Mare","SM",138084,,"47.7895850819","23.1364317831",6857,"MEDIESU AURIT"
"Merei","Buau","BZ",47453,,"45.1292051279","26.6778841262",6853,"MEREI"
"Ighiu","Alba","AB",4927,,"46.1454539864","23.5167097884",6851,"IGHIU"
"Aghireșu","Cluj","CJ",55473,,"46.8720932556","23.2377307836",6845,"AGHIRESU"
"Comana","Giurgiu","GR",102106,,"44.1726676326","26.14640492",6842,"COMANA"
"Păunești","Vrancea","VN",177236,,"46.029718283","27.110791492",6837,"PAUNESTI"
"Helegiu","Bacau","BC",22898,,"46.3536399029","26.7425847162",6833,"HELEGIU"
"I. L. Caragiale","Dambovita","DB",67737,,"44.9405896082","25.6736774274",6824,"I. L. CARAGIALE"
"Ciorani","Prahova","PH",132681,,"44.8207127261","26.413363524",6813,"CIORANI"
"Ghidigeni","Galati","GL",76406,,"46.0423307065","27.4898993483",6811,"GHIDIGENI"
"Vinga","Arad","AR",12643,,"46.0161016037","21.2166718526",6805,"VINGA"
"Fundulea","Calarasi","CL",103032,,"44.4627591581","26.5163213381",6793,"FUNDULEA"
"Cosmești","Galati","GL",76040,,"45.8725845242","27.3084204299",6789,"COSMESTI"
"Corni","Botosani","BT",36756,,"47.6460314421","26.5748938411",6776,"CORNI"
"Gugești","Vrancea","VN",176301,,"45.5701132607","27.1367265126",6772,"GUGESTI"
"Mihăești","Valcea","VL",171325,,"45.0397810765","24.2536697706",6766,"MIHAESTI"
"Sânandrei","Timis","TM",158653,,"45.8552404782","21.1689772415",6760,"SINANDREI"
"Lehliu Gară","Calarasi","CL",93888,,"44.4412041917","26.8559583766",6743,"LEHLIU GARA"
"Izvoarele","Prahova","PH",133795,,"45.2811824973","26.0106200278",6738,"IVOARELE"
"Ungureni","Botosani","BT",39417,,"47.8722562439","26.8135737798",6735,"UNGURENI"
"Valea Doftanei","Prahova","PH",136107,,"45.3035189747","25.7232430268",6729,"VALEA DOFTANEI"
"Gherăești","Neamt","NT",122668,,"47.0244031183","26.8224487972",6728,"GHERAESTI"
"Crasna","Salaj","SJ",140627,,"47.162924846","22.871771061",6707,"CRASNA"
"Podari","Dolj","DJ",70110,,"44.2475322877","23.7811511237",6699,"PODARI"
"Dragodana","Dambovita","DB",67327,,"44.7325081413","25.3652472762",6697,"DRAGODANA"
"Plopșoru","Gorj","GJ",81264,,"44.7898410185","23.3502445554",6694,"PLOPSORU"
"Săvinești","Neamt","NT",120824,,"46.8536621616","26.4670131209",6690,"SAVINESTI"
"Letea Veche","Bacau","BC",20359,,"46.5575816255","26.9443193315",6685,"LETEA VECHE"
"Oșorhei","Bihor","BH",30274,,"47.041289778","22.0290905227",6684,"OSORHEI"
"Smeeni","Buau","BZ",49545,,"44.9959799541","26.8634934788",6678,"SMEENI"
"Tiha Bârgăului","Bistrita-Nasaud","BN",35090,,"47.225320257","24.7632270736",6672,"TIHA BIRGAULUI"
"Borca","Neamt","NT",121652,,"47.1789284069","25.7886917853",6666,"BORCA"
"Frasin","Suceava","SV",148612,,"47.5286414501","25.7984180482",6658,"FRASIN"
"Șărmășag","Salaj","SJ",142881,,"47.3451445154","22.8320049972",6612,"SARMASAG"
"Piatra-Olt","Olt","OT",128105,,"44.3675522683","24.25802652",6606,"PIATRA-OLT"
"Pârjol","Bacau","BC",24338,,"46.5913912011","26.6096418955",6599,"PARJOL"
"Drăgănești","Galati","GL",75221,,"45.7857510592","27.4632695094",6587,"DRAGANESTI"
"Band","Mures","MS",115389,,"46.5793558854","24.3730758929",6558,"BAND"
"Broșteni","Suceava","SV",147358,,"47.239192034","25.6979187605",6548,"BROSTENI"
"Răcari","Dambovita","DB",68627,,"44.6252813687","25.743339493",6531,"RACARI"
"Poiana Lacului","Arges","AG",18028,,"44.8008589921","24.7414093382",6529,"POIANA LACULUI"
"Viziru","Braila","BR",44505,,"44.99905991","27.7151780591",6511,"VIIRU"
"Rodna","Bistrita-Nasaud","BN",34333,,"47.4226005558","24.8170267256",6505,"RODNA"
"Limanu","Constanta","CT",60632,,"43.7991051686","28.5282695817",6505,"LIMANU"
"Sebiș","Arad","AR",9690,,"46.3722751315","22.1321962248",6503,"SEBIS"
"Corund","Harghita","HR",84175,,"46.4704176073","25.188442018",6503,"CORUND"
"Prundu Bârgăului","Bistrita-Nasaud","BN",34235,,"47.219966625","24.7417015585",6500,"PRUNDU BIRGAULUI"
"Roseți","Calarasi","CL",94312,,"44.2143474174","27.4508511602",6496,"ROSETI"
"Măgureni","Prahova","PH",134050,,"45.0422697438","25.7537764544",6490,"MAGURENI"
"Ruginoasa","Iasi","IS",98774,,"47.2426647837","26.8428668883",6473,"RUGINOASA"
"Vicovu de Jos","Suceava","SV",151077,,"47.9011187519","25.726585197",6472,"VICOVU DE JOS"
"Gătaia","Timis","TM",157086,,"45.3374256034","21.378086992",6468,"GATAIA"
"Barcea","Galati","GL",75515,,"45.7465757204","27.4786801389",6463,"BARCEA"
"Vânători","Vrancea","VN",178607,,"45.7249895035","27.2546549122",6454,"VINATORI"
"Ghiroda","Timis","TM",155289,,"45.7702876589","21.3046377642",6448,"GHIRODA"
"Săsciori","Alba","AB",7099,,"45.8784938452","23.5765045462",6387,"SASCIORI"
"Lenauheim","Timis","TM",157451,,"45.8731884375","20.8024705404",6383,"LENAUHEIM"
"Sândominic","Harghita","HR",85760,,"46.5793285395","25.7930526743",6382,"SINDOMINIC"
"Variaș","Timis","TM",159213,,"46.0099284087","20.9627691342",6373,"VARIAS"
"Remetea","Harghita","HR",85412,,"46.7935324619","25.450283708",6366,"REMETEA"
"Berceni","Prahova","PH",130614,,"44.9314724791","26.1235702442",6359,"BERCENI"
"Ștefăneștii de Jos","Ilfov","IF",105419,,"44.5360518685","26.2027039046",6353,"STEFANESTII DE JOS"
"Cornești","Dambovita","DB",67014,,"44.7837220472","25.8826334941",6313,"CORNESTI"
"Hudești","Botosani","BT",37770,,"48.146700211","26.5236589098",6296,"HUDESTI"
"Agăș","Bacau","BC",21007,,"46.4819853563","26.2270592242",6290,"AGAS"
"Lechința","Bistrita-Nasaud","BN",33435,,"47.0199485288","24.3275445539",6276,"LECHINTA"
"Corbu","Constanta","CT",61513,,"44.392332552","28.663088993",6261,"CORBU"
"Târnova","Arad","AR",12509,,"46.3168160881","21.7980580523",6257,"TIRNOVA"
"Cristești","Mures","MS",114355,,"46.5064839835","24.4858657251",6251,"CRISTESTI"
"Gurghiu","Mures","MS",117319,,"46.7730455842","24.8571953788",6239,"GURGHIU"
"Corbeanca","Ilfov","IF",102160,,"44.594411324","26.03949481",6236,"CORBEANCA"
"Bolintin-Deal","Giurgiu","GR",101163,,"44.4527054928","25.8264582869",6235,"BOLINTIN-DEAL"
"Secusigiu","Arad","AR",11940,,"46.0878940032","20.9842588454",6233,"SECUSIGIU"
"Lungani","Iasi","IS",97722,,"47.1887585822","27.1432824658",6230,"LUNGANI"
"Clinceni","Ilfov","IF",102035,,"44.3783526594","25.9449231132",6226,"CLINCENI"
"Aninoasa","Dambovita","DB",65379,,"44.974501647","25.4392826803",6213,"ANINOASA"
"Rupea","Brasov","BV",40394,,"46.0389447391","25.2233081162",6210,"RUPEA"
"Lazuri","Satu Mare","SM",137960,,"47.8542598896","22.8708362415",6194,"LAURI"
"Vama","Suceava","SV",150935,,"47.563538591","25.689435805",6192,"VAMA"
"Valea Seacă","Iasi","IS",99968,,"47.2921889358","26.6687605552",6176,"VALEA SEACA"
"Telciu","Bistrita-Nasaud","BN",35054,,"47.4305480561","24.3982892716",6173,"TELCIU"
"Moara Vlăsiei","Ilfov","IF",104243,,"44.6409035997","26.2061559254",6160,"MOARA VLASIEI"
"Băiculești","Arges","AG",14165,,"45.0717618443","24.6881057677",6157,"BAICULESTI"
"Zănești","Neamt","NT",125061,,"46.8181174971","26.5477122945",6150,"ANESTI"
"Frumușica","Botosani","BT",37324,,"47.5336001672","26.9019683348",6141,"FRUMUSICA"
"Poșta Câlnău","Buau","BZ",48771,,"45.2341857549","26.8659607694",6135,"POSTA CILNAU"
"Zvoriștea","Suceava","SV",151344,,"47.835533117","26.2941812409",6133,"VORISTEA"
"Suraia","Vrancea","VN",177842,,"45.6806585047","27.3841852181",6123,"SURAIA"
"Adunații-Copăceni","Giurgiu","GR",100781,,"44.2541290951","26.0492880418",6119,"ADUNATII-COPACENI"
"Mihăești","Arges","AG",17254,,"45.1113215965","25.0085535956",6118,"MIHAESTI"
"Topraisar","Constanta","CT",63072,,"44.0144199814","28.4563149611",6117,"TOPRAISAR"
"Pănet","Mures","MS",118691,,"46.55611399","24.4733992354",6115,"PANET"
"Recea","Maramures","MM",106407,,"47.6338710126","23.5055956579",6111,"RECEA"
"Miercurea Nirajului","Mures","MS",118281,,"46.5364299657","24.8084622031",6111,"MIERCUREA NIRAJULUI"
"Gura Vitioarei","Prahova","PH",131835,,"45.150239336","26.0317919711",6104,"GURA VITIOAREI"
"Corcova","Mehedinti","MH",111275,,"44.6975600911","23.0459510101",6100,"CORCOVA"
"Petricani","Neamt","NT",123424,,"47.1695640618","26.451040068",6091,"PETRICANI"
"Stulpicani","Suceava","SV",150356,,"47.4585147455","25.765045535",6088,"STULPICANI"
"Copșa Mică","Sibiu","SB",143771,,"46.1165120912","24.2551692611",6086,"COPSA MICA"
"Rucăr","Arges","AG",18527,,"45.3892245313","25.1733186496",6076,"RUCAR"
"Bârnova","Iasi","IS",95088,,"47.0739232122","27.6266965717",6072,"BIRNOVA"
"Albești","Mures","MS",114603,,"46.2380428842","24.8508547586",6063,"ALBESTI"
"Lespezi","Iasi","IS",97606,,"47.358541717","26.6964753531",6061,"LESPEI"
"Hărman","Brasov","BV",41088,,"45.7141517831","25.6858031614",6043,"HARMAN"
"Ceuașu de Câmpie","Mures","MS",115959,,"46.6429315294","24.5138707083",6034,"CEUASU DE CIMPIE"
"Zetea","Harghita","HR",86366,,"46.3916340858","25.3714542616",6033,"ETEA"
"Slănic","Prahova","PH",131577,,"45.2384375252","25.9431320471",6029,"SLANIC"
"Viișoara","Cluj","CJ",60062,,"46.5586819052","23.909794141",6027,"VIISOARA"
"Voinești","Dambovita","DB",69526,,"45.0702515362","25.2494756232",6025,"VOINESTI"
"Albeștii de Argeș","Arges","AG",13819,,"45.2120404735","24.6659312983",6013,"ALBESTII DE ARGES"
"Alexandru cel Bun","Neamt","NT",124938,,"46.9391776726","26.2762094795",6000,"ALEXANDRU CEL BUN"
"Păltinoasa","Suceava","SV",149753,,"47.5508421829","25.9555184632",5992,"PALTINOASA"
"Daneți","Dolj","DJ",71956,,"43.9748729567","24.0441192432",5981,"DANETI"
"Călărași","Dolj","DJ",71607,,"43.7939453728","24.0480076465",5976,"CALARASI"
